"","cutoff_index","TN_ALL"
"1",0.999999996550466,0
"2",0.999999929055137,0
"3",0.99999992111625,0
"4",0.999999915678723,0
"5",0.999999897218866,0
"6",0.999999845417613,0
"7",0.99999984449001,0
"8",0.999999779396621,0
"9",0.999999744032202,0
"10",0.999999684821058,0
"11",0.999999661786157,0
"12",0.999999585392529,0
"13",0.999999452455859,0
"14",0.999999387219195,0
"15",0.999999108627954,0
"16",0.999998814191748,0
"17",0.999998542418872,0
"18",0.999998460470076,0
"19",0.999998342470472,0
"20",0.999997857932095,0
"21",0.999997800375795,0
"22",0.99999744563309,0
"23",0.999997430222881,0
"24",0.999997294147908,0
"25",0.999996968767773,0
"26",0.999996604622496,0
"27",0.999996598172228,0
"28",0.999996160437898,0
"29",0.999994216149262,0
"30",0.999993864882098,0
"31",0.99999350049047,0
"32",0.999993239253517,0
"33",0.999992996221034,0
"34",0.999992012240569,0
"35",0.999991737764712,0
"36",0.999991409056011,0
"37",0.999991323827252,0
"38",0.999990200075605,0
"39",0.999987596622537,0
"40",0.999987187541654,0
"41",0.999986032951208,0
"42",0.999985474670133,0
"43",0.999985298330399,0
"44",0.999983843107244,1
"45",0.999983314283791,1
"46",0.999982949047206,1
"47",0.999980855623084,1
"48",0.999980630377584,2
"49",0.999980113257978,2
"50",0.99997901491089,2
"51",0.999978317658014,2
"52",0.999978281903434,2
"53",0.999978273971296,2
"54",0.999976373806447,2
"55",0.999974151375322,2
"56",0.999971421753067,2
"57",0.999970402575372,2
"58",0.999968972146797,2
"59",0.999968392209437,2
"60",0.99996247726944,2
"61",0.999962412719929,2
"62",0.999960911412449,2
"63",0.999960508482416,2
"64",0.999959796186722,2
"65",0.999958610583326,3
"66",0.999957510218178,3
"67",0.999955851322049,3
"68",0.999955572018961,3
"69",0.999954934070388,4
"70",0.999953136116666,4
"71",0.999946981970026,4
"72",0.999942590963201,4
"73",0.999942557319415,5
"74",0.999939999525998,5
"75",0.999938756040951,5
"76",0.999937577435237,5
"77",0.999935190909377,6
"78",0.999933621862494,6
"79",0.999929710555633,7
"80",0.999928473598104,7
"81",0.999926153709978,8
"82",0.999924703411007,8
"83",0.999924253692641,9
"84",0.999923892413194,9
"85",0.999920347785064,9
"86",0.999918536146947,9
"87",0.99991791716882,9
"88",0.999917006797405,9
"89",0.999913200588539,9
"90",0.99991226295329,9
"91",0.999903069606383,9
"92",0.999900302762203,9
"93",0.999898744544951,9
"94",0.999898400414682,9
"95",0.999897046664607,9
"96",0.999896782443963,9
"97",0.999895330226857,9
"98",0.999893848162785,9
"99",0.999893700456605,9
"100",0.99989020727506,10
"101",0.999889200538481,10
"102",0.999888955754402,10
"103",0.999888030520156,10
"104",0.999887406705648,10
"105",0.999883707070543,10
"106",0.999880362287446,10
"107",0.99987984162683,10
"108",0.999877281439562,10
"109",0.999871843995483,10
"110",0.999867611379385,10
"111",0.999848353010895,10
"112",0.999842696217307,10
"113",0.999841916056138,10
"114",0.999829853320037,10
"115",0.999827609892274,11
"116",0.99982591669459,12
"117",0.999820087418018,12
"118",0.999819043958004,12
"119",0.999807666612997,12
"120",0.999806803660541,13
"121",0.99980247946734,13
"122",0.999797894099214,13
"123",0.999796687753129,13
"124",0.999793599048835,13
"125",0.999788349542745,13
"126",0.999784435777775,13
"127",0.999784377230776,13
"128",0.999768520125774,13
"129",0.999765912126016,14
"130",0.999765057502341,14
"131",0.99976189959527,14
"132",0.999761445286878,14
"133",0.999753083171655,14
"134",0.999750105197095,14
"135",0.999739022598169,15
"136",0.999733544495352,15
"137",0.999724184880926,16
"138",0.999718459825479,16
"139",0.99970941688346,16
"140",0.999700431084691,16
"141",0.999695114162555,17
"142",0.999689483367664,17
"143",0.999680973254273,17
"144",0.999680681815357,17
"145",0.999677966664186,18
"146",0.999676525114902,18
"147",0.999671364423617,19
"148",0.999671192353528,19
"149",0.999669042440713,20
"150",0.99964695907705,20
"151",0.99962523619492,20
"152",0.999621660144194,20
"153",0.999620320351346,20
"154",0.99961175566356,20
"155",0.99960169020052,20
"156",0.999594175656746,20
"157",0.999593081862488,20
"158",0.999592269825936,20
"159",0.999579837180217,20
"160",0.999564739394851,20
"161",0.99956374043443,20
"162",0.99955831455587,20
"163",0.999545990114079,20
"164",0.999540650936724,20
"165",0.999538524439679,20
"166",0.999527719771628,20
"167",0.999523724440887,20
"168",0.99951530652613,20
"169",0.999496669685012,20
"170",0.99949405154511,21
"171",0.999483321170563,21
"172",0.999482625750937,22
"173",0.999478640170312,22
"174",0.999438031330127,22
"175",0.999432874090452,22
"176",0.999431132386461,22
"177",0.99940106735099,22
"178",0.999388060047743,22
"179",0.999364974557522,22
"180",0.999361219961093,22
"181",0.999345229408431,23
"182",0.999345098951169,23
"183",0.999344290528144,23
"184",0.999340709479814,23
"185",0.999321022745486,23
"186",0.999308401170949,23
"187",0.999304054688853,23
"188",0.999300296119563,23
"189",0.999290861477575,23
"190",0.999289048511605,23
"191",0.999274055764252,23
"192",0.999246443661222,23
"193",0.999244137174856,24
"194",0.999242372904143,24
"195",0.999232233758169,25
"196",0.999224311707505,26
"197",0.999212066877294,26
"198",0.999206012816317,26
"199",0.999204721257686,26
"200",0.999186439420337,26
"201",0.99917874451015,26
"202",0.999172107709164,26
"203",0.99915494163793,26
"204",0.999132394934217,26
"205",0.999112115162736,26
"206",0.999094345991212,26
"207",0.999093721378395,26
"208",0.999084635478197,26
"209",0.999083480384043,26
"210",0.999058502635087,26
"211",0.999024325024943,26
"212",0.999013316021232,26
"213",0.999011345178184,26
"214",0.999002917655395,26
"215",0.998978901007924,26
"216",0.998949904332195,26
"217",0.998943555911161,26
"218",0.99893238391661,27
"219",0.998917319257645,27
"220",0.998913370287368,28
"221",0.998892541929413,28
"222",0.998869906353714,28
"223",0.998825496023081,28
"224",0.998811148116578,29
"225",0.998787451452639,29
"226",0.998778146709139,30
"227",0.998778000168056,30
"228",0.99871380435313,30
"229",0.998713056670802,30
"230",0.998690966490018,31
"231",0.998665246348447,31
"232",0.99865559226438,31
"233",0.998651235623835,31
"234",0.998605480683516,31
"235",0.998574952229715,31
"236",0.998565379815933,31
"237",0.998557904881002,31
"238",0.998540463041323,31
"239",0.998534422337441,31
"240",0.998526843047708,32
"241",0.99851512926031,32
"242",0.998514040561639,32
"243",0.998508982588021,32
"244",0.998496808962857,32
"245",0.998471673384131,33
"246",0.998464164493456,33
"247",0.998416723506842,34
"248",0.998373772445111,35
"249",0.998351055958041,35
"250",0.99833815710302,35
"251",0.998334755086931,35
"252",0.998324547658772,35
"253",0.998320089451463,35
"254",0.998283155106034,35
"255",0.998244500751171,35
"256",0.998233291343703,35
"257",0.998227932418631,35
"258",0.998222243451263,35
"259",0.998221098897437,35
"260",0.998192887129478,35
"261",0.99818007991011,35
"262",0.998170633948988,35
"263",0.998156453217788,35
"264",0.998144357122309,35
"265",0.998124499714531,36
"266",0.998115665333996,36
"267",0.998090068350572,36
"268",0.998079518368014,36
"269",0.998066444225485,37
"270",0.998031256745854,37
"271",0.99802000326124,37
"272",0.997957111476926,37
"273",0.997951776283869,37
"274",0.997922652348235,37
"275",0.997922284322929,37
"276",0.997901172932604,38
"277",0.997874191168796,38
"278",0.997862524858495,38
"279",0.997855929083275,38
"280",0.997844281577118,38
"281",0.997820967998776,38
"282",0.997800226292908,38
"283",0.99779232320953,38
"284",0.997778278695913,38
"285",0.997765311427983,39
"286",0.997759989070634,39
"287",0.997666409154581,39
"288",0.997644382250596,39
"289",0.99761686621137,39
"290",0.997556138247822,39
"291",0.997550285460136,39
"292",0.997520549699242,39
"293",0.997476945925993,39
"294",0.997467529758794,39
"295",0.997464404838689,39
"296",0.997446498730485,39
"297",0.997435077072738,39
"298",0.997425181138249,40
"299",0.997412000374274,40
"300",0.997375739275591,41
"301",0.997362532464992,41
"302",0.997361603151407,41
"303",0.997301194005531,42
"304",0.997274761828561,43
"305",0.997259899339901,43
"306",0.997240619697795,44
"307",0.997191706291872,44
"308",0.997190148925831,44
"309",0.997179639241392,45
"310",0.997155768371156,45
"311",0.997111719253833,45
"312",0.99710966403733,45
"313",0.997089940251824,45
