"","cutoffIndex","Fscore"
"1",8.1179005e+22,0.923333984165495
"2",9.691367e+21,0.9234048061173
"3",7.499395e+21,0.923475638934368
"4",5.183205e+21,0.923546482619202
"5",1.8600242e+21,0.9236173371743
"6",6.058559e+20,0.923688202602166
"7",3.3461956e+20,0.923759078905303
"8",7.761733e+19,0.923829966086214
"9",5.494795e+19,0.923900864147404
"10",4.755074e+19,0.923971773091377
"11",4.5287543e+19,0.92404269292064
"12",2.686268e+19,0.9241136236377
"13",2.024063e+19,0.92403103795721
"14",1.5670835e+19,0.924101978671166
"15",1.2497967e+19,0.924172930278634
"16",6.105799e+18,0.924090330130183
"17",5.8026754e+18,0.924161291740553
"18",4.9882457e+18,0.924232264250154
"19",4.2208322e+18,0.924303247661496
"20",4.0620127e+18,0.924374241977093
"21",3.908667e+18,0.924291625571155
"22",2.2406293e+18,0.92436262990209
"23",1.5115469e+18,0.924433645143007
"24",9.5214566e+17,0.924351014260552
"25",8.2964275e+17,0.924422039522828
"26",3.952166e+17,0.924339395050836
"27",3.8909576e+17,0.924410430337277
"28",3.252686e+17,0.924327772271297
"29",2.3574969e+17,0.924398817584711
"30",2.250325e+17,0.92431614592029
"31",2.184096e+17,0.924387201263487
"32",2.141099e+17,0.924304515996168
"33",1.1578798e+17,0.924375581371957
"34",1.0698747e+17,0.924446657676343
"35",1.064357e+17,0.924363957908477
"36",8.694603e+16,0.924435044251492
"37",8.679828e+16,0.92450614152885
"38",4.226125e+16,0.924577249743076
"39",3.676116e+16,0.924648368896693
"40",1.8420425e+16,0.924565652840007
"41",1.5049875e+16,0.924482924057303
"42",1.3543494e+16,0.924554052370142
"43",1.346776e+16,0.924625191628831
"44",1.3381692e+16,0.924542448331834
"45",1.0942994e+16,0.924459692300709
"46",9.221895e+15,0.924376923532517
"47",8.694108e+15,0.924448071061399
"48",8.2999207e+15,0.924365288658234
"49",7.3209344e+15,0.924282493511001
"50",5.6535116e+15,0.924199685616756
"51",5.5008647e+15,0.924116864972555
"52",5.415041e+15,0.924034031575454
"53",5.4117715e+15,0.924105185574875
"54",5.360442e+15,0.924176350533376
"55",5.236408e+15,0.924247526453489
"56",5.1226397e+15,0.924318713337747
"57",5.0755497e+15,0.924235863589608
"58",4.956888e+15,0.924153001078191
"59",4.8019984e+15,0.924070125800547
"60",4.7601284e+15,0.923987237753726
"61",4.526957e+15,0.923904336934775
"62",4.0246243e+15,0.923975530289332
"63",3.8064942e+15,0.924046734616636
"64",3.7962193e+15,0.923963819218023
"65",3.3554478e+15,0.924035033619381
"66",3.2418896e+15,0.923952104538131
"67",3.146366e+15,0.92386916267252
"68",3.1104432e+15,0.923786208019591
"69",3.0855936e+15,0.923703240576386
"70",3.0459355e+15,0.923620260339947
"71",3.0351844e+15,0.923537267307316
"72",2.778088e+15,0.923608487260446
"73",2.4247305e+15,0.92352548052026
"74",2.3685244e+15,0.92359671055101
"75",1.9533843e+15,0.923513690098761
"76",1.8674103e+15,0.923430656839181
"77",1.8317358e+15,0.923347610769306
"78",1.5236634e+15,0.923264551886169
"79",1.4791693e+15,0.923181480186806
"80",1.3916093e+15,0.92309839566825
"81",1.3795984e+15,0.923169631221952
"82",1.2461213e+15,0.923086532966348
"83",1.2113276e+15,0.92315777860122
"84",1.1692313e+15,0.923229035234697
"85",1.1629635e+15,0.923300302869328
"86",1.1199581e+15,0.923371581507658
"87",1.07953996e+15,0.923442871152238
"88",1.0599267e+15,0.923359755500894
"89",1.05466646e+15,0.923276627014663
"90",1.03094496e+15,0.923193485690571
"91",1.0052478e+15,0.923264783605245
"92",9.689449e+14,0.923181628525152
"93",9.581267e+14,0.923252936538845
"94",8.834842e+14,0.923169767698218
"95",8.7768066e+14,0.923086586008538
"96",8.738015e+14,0.923157903208076
"97",8.388871e+14,0.923229231428326
"98",7.6594185e+14,0.923146035053026
"99",7.596689e+14,0.923217373380815
"100",7.3695525e+14,0.923134163231371
"101",6.787007e+14,0.92305094022053
"102",6.61276e+14,0.923122287741411
"103",6.5841553e+14,0.923039050947767
"104",6.3298906e+14,0.922955801285625
"105",5.9194816e+14,0.923027158000453
"106",5.1572706e+14,0.923098525749773
"107",4.692266e+14,0.923015261376885
"108",4.361442e+14,0.922931984127253
"109",4.3339965e+14,0.923003361075357
"110",4.3000582e+14,0.922920070025153
"111",4.1091254e+14,0.922991457094164
"112",4.092963e+14,0.922908152238834
"113",4.0420897e+14,0.922979549431599
"114",3.9461025e+14,0.923050957671949
"115",3.7018467e+14,0.92312237696245
"116",3.619708e+14,0.923039056456183
"117",3.6196276e+14,0.922955723055519
"118",3.491478e+14,0.922872376757465
"119",3.4153056e+14,0.922789017559025
"120",3.264031e+14,0.922705645457205
"121",3.1301957e+14,0.922622260449008
"122",3.0000568e+14,0.922693685257764
"123",2.9866102e+14,0.922610286413787
"124",2.9684784e+14,0.922681721356411
"125",2.9625943e+14,0.922753167361878
"126",2.9059433e+14,0.922669753751427
"127",2.7578638e+14,0.922741209896897
"128",2.752978e+14,0.922812677111064
"129",2.7477849e+14,0.922729248729419
"130",2.7061363e+14,0.922645807423682
"131",2.633591e+14,0.922562353190851
"132",2.6034154e+14,0.922633828697479
"133",2.527933e+14,0.922550360605988
"134",2.5217394e+14,0.922466879580246
"135",2.3964069e+14,0.922383385617247
"136",2.325659e+14,0.922299878713983
"137",2.2294677e+14,0.92237136157834
"138",2.2031092e+14,0.922442855524116
"139",2.1667476e+14,0.922359333813429
"140",2.0201194e+14,0.922275799154163
"141",2.0093417e+14,0.922347302320783
"142",1.9351604e+14,0.922263753776628
"143",1.9140797e+14,0.922180192276721
"144",1.8867142e+14,0.922096617818048
"145",1.8585837e+14,0.922168129271474
"146",1.7708217e+14,0.922084540914987
"147",1.6972122e+14,0.922000939592555
"148",1.6899906e+14,0.921917325301159
"149",1.6534956e+14,0.921833698037781
"150",1.6203475e+14,0.92190521683576
"151",1.4940529e+14,0.921976746731913
"152",1.4050316e+14,0.921893104614403
"153",1.38042614e+14,0.921809449516567
"154",1.3612933e+14,0.921725781435383
"155",1.3522848e+14,0.921642100367829
"156",1.3493922e+14,0.921558406310879
"157",1.33689564e+14,0.921474699261512
"158",1.22118646e+14,0.921546234610165
"159",1.1360624e+14,0.921617781066457
"160",1.1249392e+14,0.921534059131526
"161",1.12032385e+14,0.921450324195812
"162",1.1189624e+14,0.921366576256286
"163",1.1005748e+14,0.92128281530992
"164",1.0989117e+14,0.921199041353682
"165",1.0771163e+14,0.921270594188707
"166",9.387892e+13,0.921186806269796
"167",9.359437e+13,0.921258369272161
"168",9.072759e+13,0.921174567385944
"169",8.530876e+13,0.921246140558515
"170",8.366485e+13,0.921162324700356
