"","cutoffIndex","data_presision_All"
"1",0.999999996550466,0.857529550398496
"2",0.999999929055137,0.857509249679264
"3",0.99999992111625,0.857488943173878
"4",0.999999915678723,0.857468630879866
"5",0.999999897218866,0.85744831279475
"6",0.999999845417613,0.857427988916054
"7",0.99999984449001,0.8574076592413
"8",0.999999779396621,0.857387323768007
"9",0.999999744032202,0.857366982493696
"10",0.999999684821058,0.857346635415883
"11",0.999999661786157,0.857326282532083
"12",0.999999585392529,0.857305923839813
"13",0.999999452455859,0.857285559336584
"14",0.999999387219195,0.857265189019909
"15",0.999999108627954,0.857244812887297
"16",0.999998814191748,0.857224430936259
"17",0.999998542418872,0.8572040431643
"18",0.999998460470076,0.857183649568928
"19",0.999998342470472,0.857163250147647
"20",0.999997857932095,0.857142844897959
"21",0.999997800375795,0.857122433817368
"22",0.99999744563309,0.857102016903372
"23",0.999997430222881,0.857081594153472
"24",0.999997294147908,0.857061165565163
"25",0.999996968767773,0.857040731135944
"26",0.999996604622496,0.857020290863307
"27",0.999996598172228,0.856999844744747
"28",0.999996160437898,0.856979392777755
"29",0.999994216149262,0.856958934959821
"30",0.999993864882098,0.856938471288434
"31",0.99999350049047,0.856918001761082
"32",0.999993239253517,0.85689752637525
"33",0.999992996221034,0.856877045128424
"34",0.999992012240569,0.856856558018085
"35",0.999991737764712,0.856836065041717
"36",0.999991409056011,0.856815566196799
"37",0.999991323827252,0.85679506148081
"38",0.999990200075605,0.856774550891227
"39",0.999987596622537,0.856754034425526
"40",0.999987187541654,0.856733512081182
"41",0.999986032951208,0.856712983855667
"42",0.999985474670133,0.856692449746454
"43",0.999985298330399,0.856671909751012
"44",0.999983843107244,0.856794712488608
"45",0.999983314283791,0.856774181264886
"46",0.999982949047206,0.856753644153231
"47",0.999980855623084,0.85673310115111
"48",0.999980630377584,0.856855983120253
"49",0.999980113257978,0.856835448904957
"50",0.99997901491089,0.856814908797491
"51",0.999978317658014,0.856794362795317
"52",0.999978281903434,0.856773810895898
"53",0.999978273971296,0.856753253096695
"54",0.999976373806447,0.856732689395167
"55",0.999974151375322,0.856712119788771
"56",0.999971421753067,0.856691544274963
"57",0.999970402575372,0.8566709628512
"58",0.999968972146797,0.856650375514933
"59",0.999968392209437,0.856629782263615
"60",0.99996247726944,0.856609183094696
"61",0.999962412719929,0.856588578005625
"62",0.999960911412449,0.856567966993849
"63",0.999960508482416,0.856547350056815
