"","cutoffIndex","data_presision_All"
"1",0.99998045,0.857672020833851
"2",0.99997807,0.857794231151407
"3",0.9999759,0.857916476301604
"4",0.9999745,0.857896224944467
"5",0.99997437,0.85801851948655
"6",0.9999739,0.858263213200296
"7",0.9999739,0.858263213200296
"8",0.9999734,0.858385612401802
"9",0.99997115,0.85850804651964
"10",0.9999703,0.858630515568752
"11",0.99996924,0.858610345860888
"12",0.99996686,0.858732864458721
"13",0.9999666,0.858855418026896
"14",0.9999654,0.858978006580388
"15",0.9999652,0.858957874961344
"16",0.999962,0.858937737593693
"17",0.99995947,0.85906039041753
"18",0.99995804,0.859040261938871
"19",0.9999573,0.85902012771004
"20",0.99995625,0.859142844869388
"21",0.99995434,0.859122719543896
"22",0.9999535,0.859368288418347
"23",0.9999535,0.859368288418347
"24",0.99995244,0.859348186687419
"25",0.99995124,0.859471038463602
"26",0.99995065,0.859450945675566
"27",0.9999486,0.859573847281941
"28",0.9999485,0.859696784043238
"29",0.99994814,0.859676714923806
"30",0.999948,0.859656640062137
"31",0.9999473,0.859636559455765
"32",0.99994636,0.85975957556154
"33",0.9999455,0.859882626880168
"34",0.9999453,0.860005713426772
"35",0.99994445,0.859985671295839
"36",0.999944,0.860108807844948
"37",0.999944,0.860108807844948
"38",0.9999435,0.86008877473738
"39",0.99994254,0.860211961326096
"40",0.99994016,0.860191937255523
"41",0.99994004,0.860171907447394
"42",0.9999392,0.860171907447394
"43",0.99993837,0.860151871899242
"44",0.99993515,0.860131830608601
"45",0.999933,0.860111783573
"46",0.9999325,0.860235079411768
"47",0.999931,0.860358410604181
"48",0.99993014,0.860481777165446
"49",0.9999293,0.860605179110782
"50",0.9999285,0.860585185591148
"51",0.9999274,0.860565186335315
"52",0.99992657,0.860688653361712
"53",0.9999262,0.860812155821321
"54",0.999926,0.860792180528241
"55",0.99992514,0.860915733301052
"56",0.99992204,0.861039321546952
"57",0.9999219,0.860999413253886
"58",0.9999219,0.860999413253886
"59",0.9999218,0.861123066765431
"60",0.9999217,0.861103118915497
"61",0.99992156,0.861226822852653
"62",0.9999207,0.861350562336917
"63",0.9999206,0.861474337383613
"64",0.9999193,0.861454428550526
"65",0.9999187,0.861454428550526
"66",0.9999182,0.861578254109843
"67",0.9999156,0.861538449151137
"68",0.9999156,0.861538449151137
"69",0.99991465,0.861662340211931
"70",0.9999143,0.861786266909445
"71",0.99991393,0.861766385762854
"72",0.99991333,0.861890363086026
"73",0.999908,0.861870491196108
"74",0.9999043,0.861994519182695
"75",0.99990404,0.861974656563404
"76",0.9999038,0.861954788225784
"77",0.9999013,0.862078881916515
"78",0.9999,0.796076723516346
"79",0.9999,0.796076723516346
"80",0.9999,0.796076723516346
"81",0.9999,0.796076723516346
"82",0.9999,0.796076723516346
"83",0.9999,0.796076723516346
"84",0.9999,0.796076723516346
"85",0.9999,0.796076723516346
"86",0.9999,0.796076723516346
"87",0.9999,0.796076723516346
"88",0.9999,0.796076723516346
"89",0.9999,0.796076723516346
"90",0.9999,0.796076723516346
"91",0.9999,0.796076723516346
"92",0.9999,0.796076723516346
"93",0.9999,0.796076723516346
"94",0.9999,0.796076723516346
"95",0.9999,0.796076723516346
"96",0.9999,0.796076723516346
"97",0.9999,0.796076723516346
"98",0.9999,0.796076723516346
"99",0.9999,0.796076723516346
"100",0.9999,0.796076723516346
"101",0.9999,0.796076723516346
"102",0.9999,0.796076723516346
"103",0.9999,0.796076723516346
"104",0.9999,0.796076723516346
"105",0.9999,0.796076723516346
"106",0.9999,0.796076723516346
