"","cutoffIndex","data_presision_All"
"1",8.1179005e+22,0.857672020833851
"2",9.691367e+21,0.857794231151407
"3",7.499395e+21,0.857916476301604
"4",5.183205e+21,0.858038756299334
"5",1.8600242e+21,0.8581610711595
"6",6.058559e+20,0.858283420897014
"7",3.3461956e+20,0.858405805526796
"8",7.761733e+19,0.858528225063773
"9",5.494795e+19,0.858650679522883
"10",4.755074e+19,0.85877316891907
"11",4.5287543e+19,0.858895693267289
"12",2.686268e+19,0.859018252582502
"13",2.024063e+19,0.858998132453288
"14",1.5670835e+19,0.859120741377095
"15",1.2497967e+19,0.859243385307018
"16",6.105799e+18,0.859223288703265
"17",5.8026754e+18,0.859345982302642
"18",4.9882457e+18,0.859468710947319
"19",4.2208322e+18,0.859591474652314
"20",4.0620127e+18,0.859714273432653
"21",3.908667e+18,0.859694229751475
"22",2.2406293e+18,0.859817078310702
"23",1.5115469e+18,0.859939961984565
"24",9.5214566e+17,0.859919941967982
"25",8.2964275e+17,0.860042875481875
"26",3.952166e+17,0.86002286445492
"27",3.8909576e+17,0.860145847845762
"28",3.252686e+17,0.860125845821999
"29",2.3574969e+17,0.86024887912675
"30",2.250325e+17,0.860228886119758
"31",2.184096e+17,0.860351969375419
"32",2.141099e+17,0.860331985398798
"33",1.1578798e+17,0.860455118642406
"34",1.0698747e+17,0.860578287137442
"35",1.064357e+17,0.860558326978406
"36",8.694603e+16,0.860681545522887
"37",8.679828e+16,0.860804799358373
"38",4.226125e+16,0.860928088500027
"39",3.676116e+16,0.861051412963022
"40",1.8420425e+16,0.861031506288947
"41",1.5049875e+16,0.861011593910136
"42",1.3543494e+16,0.86113498336006
"43",1.346776e+16,0.86125840818033
"44",1.3381692e+16,0.861238519764356
"45",1.0942994e+16,0.861218625645611
"46",9.221895e+15,0.861198725821641
"47",8.694108e+15,0.861322230584795
"48",8.2999207e+15,0.861302339912474
"49",7.3209344e+15,0.861282443533461
"50",5.6535116e+15,0.861262541445301
"51",5.5008647e+15,0.861242633645535
"52",5.415041e+15,0.861222720131706
"53",5.4117715e+15,0.861346334701502
"54",5.360442e+15,0.861469984762131
"55",5.236408e+15,0.861593670328878
"56",5.1226397e+15,0.861717391417039
"57",5.0755497e+15,0.861697531786622
"58",4.956888e+15,0.861677666451053
"59",4.8019984e+15,0.861657795407875
"60",4.7601284e+15,0.861637918654628
"61",4.526957e+15,0.861618036188848
"62",4.0246243e+15,0.861741867465624
"63",3.8064942e+15,0.861865734341444
"64",3.7962193e+15,0.861845876051669
"65",3.3554478e+15,0.861969793501513
