"","cutoffIndex","Fscore"
"1",664925.25,0.923333984165495
"2",634424.56,0.9234048061173
"3",527634.4,0.923322229409258
"4",520531.03,0.923393061325947
"5",511706.84,0.923463904111096
"6",485895.72,0.923534757767207
"7",484550.22,0.923605622296782
"8",479493.56,0.923676497702324
"9",474458.9,0.923747383986337
"10",460963.75,0.923818281151327
"11",445522.3,0.923889189199797
"12",431258.12,0.923960108134256
"13",428027.3,0.92403103795721
"14",424024.9,0.923948439597095
"15",408560.38,0.924019379416534
"16",387269.25,0.924090330130183
"17",383942.4,0.924161291740553
"18",376895.4,0.924078678013105
"19",375776.56,0.923996051596854
"20",362584.25,0.923913412488878
"21",361111.75,0.923830760686252
"22",358817.28,0.923748096186051
"23",356435.97,0.92381906421688
"24",354955.12,0.923736386117084
"25",352460.22,0.923653695312745
"26",347864.34,0.923570991800935
"27",346549.47,0.923488275578724
"28",345734.62,0.923405546643183
"29",345580,0.923322804991378
"30",343547.44,0.923240050620379
"31",342879.84,0.923157283527253
"32",339529.97,0.923228255244952
"33",339066.22,0.923145474519444
"34",329724,0.923062681064821
"35",325300.6,0.923133661881517
"36",324192.47,0.923050854785986
"37",318455.44,0.923121845611798
"38",316795,0.923039024870884
"39",313734.47,0.922956191389805
"40",312698.2,0.922873345165621
"41",311489.1,0.922944344182837
"42",311351.28,0.92286148430067
"43",310778.38,0.922932493331764
"44",310074.06,0.923003513291194
"45",308293.66,0.923074544181484
"46",300140.62,0.923145586005158
"47",299249.47,0.923062709727657
"48",296440.94,0.923133761577686
"49",294464.44,0.92320482436685
"50",293212.78,0.923275898097676
"51",293159.5,0.923193006332719
"52",290365.25,0.92311010180391
"53",290238.72,0.9230271845083
"54",288737.66,0.92294425444294
"55",287828.03,0.923015335476947
"56",286595.3,0.923086427460483
"57",284660.88,0.923003482797004
"58",283458.3,0.922920525355625
"59",283132.47,0.922991626466786
"60",281692.88,0.922908655330649
"61",279900.2,0.922825671409579
"62",278276.4,0.922896781649209
"63",268237.4,0.922967902848777
"64",267820.2,0.922884904309615
"65",267386.3,0.922801892977356
"66",267272.5,0.922873023310177
"67",266725.4,0.922789998265563
"68",264766.62,0.922861138649203
"69",262256.78,0.922778099887722
"70",259155.2,0.922849250324999
"71",258999.92,0.92276619784214
"72",258183.06,0.922683132550959
"73",257809.95,0.922600054448492
"74",256557.69,0.922671213105952
"75",256540,0.922588121269406
"76",256397.31,0.922659289985292
"77",255326.7,0.922576184410144
"78",254447.4,0.922493066012554
"79",253535.97,0.922409934789554
"80",251704.36,0.922326790738175
"81",251383.58,0.922243633855448
"82",250979.53,0.922160464138403
"83",250791.55,0.922231638300802
"84",250571.97,0.922148454820121
"85",249955.78,0.922065258498043
"86",249936.78,0.921982049331595
"87",248295.47,0.921898827317801
"88",248163.62,0.921815592453687
"89",248109.25,0.921732344736275
"90",247997.45,0.921649084162588
"91",247969.38,0.921565810729647
"92",247454.67,0.921482524434475
"93",246471.78,0.921553701212818
"94",246051.95,0.921470401116567
"95",245598.75,0.921387088150984
"96",245179.39,0.921303762313086
"97",244289.66,0.921220423599889
"98",244039.12,0.92113707200841
"99",243654.98,0.921053707535661
"100",243478.6,0.920970330178659
"101",243420.73,0.920886939934414
"102",242847.97,0.920958120196036
"103",241774.16,0.920874716117279
"104",241130.72,0.920945906439978
"105",240763.86,0.92086248852214
