"","cutoffIndex","data_recall_All"
"1",8.1179005e+22,1
"2",9.691367e+21,1
"3",7.499395e+21,1
"4",5.183205e+21,1
"5",1.8600242e+21,1
"6",6.058559e+20,1
"7",3.3461956e+20,1
"8",7.761733e+19,1
"9",5.494795e+19,1
"10",4.755074e+19,1
"11",4.5287543e+19,1
"12",2.686268e+19,1
"13",2.024063e+19,0.999833887043189
"14",1.5670835e+19,0.999833887043189
"15",1.2497967e+19,0.999833887043189
"16",6.105799e+18,0.999667774086379
"17",5.8026754e+18,0.999667774086379
"18",4.9882457e+18,0.999667774086379
"19",4.2208322e+18,0.999667774086379
"20",4.0620127e+18,0.999667774086379
"21",3.908667e+18,0.999501661129568
"22",2.2406293e+18,0.999501661129568
"23",1.5115469e+18,0.999501661129568
"24",9.5214566e+17,0.999335548172757
"25",8.2964275e+17,0.999335548172757
"26",3.952166e+17,0.999169435215947
"27",3.8909576e+17,0.999169435215947
"28",3.252686e+17,0.999003322259136
"29",2.3574969e+17,0.999003322259136
"30",2.250325e+17,0.998837209302326
"31",2.184096e+17,0.998837209302326
"32",2.141099e+17,0.998671096345515
"33",1.1578798e+17,0.998671096345515
"34",1.0698747e+17,0.998671096345515
"35",1.064357e+17,0.998504983388704
"36",8.694603e+16,0.998504983388704
"37",8.679828e+16,0.998504983388704
"38",4.226125e+16,0.998504983388704
"39",3.676116e+16,0.998504983388704
"40",1.8420425e+16,0.998338870431894
"41",1.5049875e+16,0.998172757475083
"42",1.3543494e+16,0.998172757475083
"43",1.346776e+16,0.998172757475083
"44",1.3381692e+16,0.998006644518272
"45",1.0942994e+16,0.997840531561462
"46",9.221895e+15,0.997674418604651
"47",8.694108e+15,0.997674418604651
"48",8.2999207e+15,0.997508305647841
"49",7.3209344e+15,0.99734219269103
"50",5.6535116e+15,0.997176079734219
"51",5.5008647e+15,0.997009966777409
"52",5.415041e+15,0.996843853820598
"53",5.4117715e+15,0.996843853820598
"54",5.360442e+15,0.996843853820598
"55",5.236408e+15,0.996843853820598
"56",5.1226397e+15,0.996843853820598
"57",5.0755497e+15,0.996677740863787
"58",4.956888e+15,0.996511627906977
"59",4.8019984e+15,0.996345514950166
"60",4.7601284e+15,0.996179401993356
"61",4.526957e+15,0.996013289036545
"62",4.0246243e+15,0.996013289036545
"63",3.8064942e+15,0.996013289036545
"64",3.7962193e+15,0.995847176079734
"65",3.3554478e+15,0.995847176079734
"66",3.2418896e+15,0.995681063122924
"67",3.146366e+15,0.995514950166113
"68",3.1104432e+15,0.995348837209302
"69",3.0855936e+15,0.995182724252492
"70",3.0459355e+15,0.995016611295681
"71",3.0351844e+15,0.99485049833887
"72",2.778088e+15,0.99485049833887
"73",2.4247305e+15,0.99468438538206
"74",2.3685244e+15,0.99468438538206
"75",1.9533843e+15,0.994518272425249
"76",1.8674103e+15,0.994352159468439
"77",1.8317358e+15,0.994186046511628
"78",1.5236634e+15,0.994019933554817
"79",1.4791693e+15,0.993853820598007
"80",1.3916093e+15,0.993687707641196
"81",1.3795984e+15,0.993687707641196
"82",1.2461213e+15,0.993521594684385
"83",1.2113276e+15,0.993521594684385
"84",1.1692313e+15,0.993521594684385
"85",1.1629635e+15,0.993521594684385
"86",1.1199581e+15,0.993521594684385
"87",1.07953996e+15,0.993521594684385
"88",1.0599267e+15,0.993355481727575
"89",1.05466646e+15,0.993189368770764
"90",1.03094496e+15,0.993023255813953
"91",1.0052478e+15,0.993023255813953
"92",9.689449e+14,0.992857142857143
"93",9.581267e+14,0.992857142857143
"94",8.834842e+14,0.992691029900332
"95",8.7768066e+14,0.992524916943522
"96",8.738015e+14,0.992524916943522
"97",8.388871e+14,0.992524916943522
"98",7.6594185e+14,0.992358803986711
"99",7.596689e+14,0.992358803986711
"100",7.3695525e+14,0.9921926910299
"101",6.787007e+14,0.99202657807309
"102",6.61276e+14,0.99202657807309
"103",6.5841553e+14,0.991860465116279
"104",6.3298906e+14,0.991694352159468
"105",5.9194816e+14,0.991694352159468
