"","cutoff_index","FP_ALL"
"1",0.999999996550466,1000
"2",0.999999929055137,1000
"3",0.99999992111625,1000
"4",0.999999915678723,1000
"5",0.999999897218866,1000
"6",0.999999845417613,1000
"7",0.99999984449001,1000
"8",0.999999779396621,1000
"9",0.999999744032202,1000
"10",0.999999684821058,1000
"11",0.999999661786157,1000
"12",0.999999585392529,1000
"13",0.999999452455859,1000
"14",0.999999387219195,1000
"15",0.999999108627954,1000
"16",0.999998814191748,1000
"17",0.999998542418872,1000
"18",0.999998460470076,1000
"19",0.999998342470472,1000
"20",0.999997857932095,1000
"21",0.999997800375795,1000
"22",0.99999744563309,1000
"23",0.999997430222881,1000
"24",0.999997294147908,1000
"25",0.999996968767773,1000
"26",0.999996604622496,1000
"27",0.999996598172228,1000
"28",0.999996160437898,1000
"29",0.999994216149262,1000
"30",0.999993864882098,1000
"31",0.99999350049047,1000
"32",0.999993239253517,1000
"33",0.999992996221034,1000
"34",0.999992012240569,1000
"35",0.999991737764712,1000
"36",0.999991409056011,1000
"37",0.999991323827252,1000
"38",0.999990200075605,1000
"39",0.999987596622537,1000
"40",0.999987187541654,1000
"41",0.999986032951208,1000
"42",0.999985474670133,1000
"43",0.999985298330399,1000
"44",0.999983843107244,999
"45",0.999983314283791,999
"46",0.999982949047206,999
"47",0.999980855623084,999
"48",0.999980630377584,998
"49",0.999980113257978,998
"50",0.99997901491089,998
"51",0.999978317658014,998
"52",0.999978281903434,998
"53",0.999978273971296,998
"54",0.999976373806447,998
"55",0.999974151375322,998
"56",0.999971421753067,998
"57",0.999970402575372,998
"58",0.999968972146797,998
"59",0.999968392209437,998
"60",0.99996247726944,998
"61",0.999962412719929,998
"62",0.999960911412449,998
"63",0.999960508482416,998
"64",0.999959796186722,998
"65",0.999958610583326,997
"66",0.999957510218178,997
"67",0.999955851322049,997
"68",0.999955572018961,997
"69",0.999954934070388,996
"70",0.999953136116666,996
"71",0.999946981970026,996
"72",0.999942590963201,996
"73",0.999942557319415,995
"74",0.999939999525998,995
"75",0.999938756040951,995
"76",0.999937577435237,995
"77",0.999935190909377,994
"78",0.999933621862494,994
"79",0.999929710555633,993
"80",0.999928473598104,993
"81",0.999926153709978,992
"82",0.999924703411007,992
"83",0.999924253692641,991
"84",0.999923892413194,991
"85",0.999920347785064,991
"86",0.999918536146947,991
"87",0.99991791716882,991
"88",0.999917006797405,991
"89",0.999913200588539,991
"90",0.99991226295329,991
"91",0.999903069606383,991
"92",0.999900302762203,991
"93",0.999898744544951,991
"94",0.999898400414682,991
"95",0.999897046664607,991
"96",0.999896782443963,991
"97",0.999895330226857,991
"98",0.999893848162785,991
"99",0.999893700456605,991
"100",0.99989020727506,990
"101",0.999889200538481,990
"102",0.999888955754402,990
"103",0.999888030520156,990
"104",0.999887406705648,990
"105",0.999883707070543,990
"106",0.999880362287446,990
"107",0.99987984162683,990
"108",0.999877281439562,990
"109",0.999871843995483,990
"110",0.999867611379385,990
"111",0.999848353010895,990
"112",0.999842696217307,990
"113",0.999841916056138,990
"114",0.999829853320037,990
"115",0.999827609892274,989
"116",0.99982591669459,988
"117",0.999820087418018,988
"118",0.999819043958004,988
"119",0.999807666612997,988
"120",0.999806803660541,987
"121",0.99980247946734,987
"122",0.999797894099214,987
"123",0.999796687753129,987
"124",0.999793599048835,987
"125",0.999788349542745,987
"126",0.999784435777775,987
"127",0.999784377230776,987
"128",0.999768520125774,987
"129",0.999765912126016,986
"130",0.999765057502341,986
"131",0.99976189959527,986
"132",0.999761445286878,986
"133",0.999753083171655,986
"134",0.999750105197095,986
"135",0.999739022598169,985
"136",0.999733544495352,985
"137",0.999724184880926,984
"138",0.999718459825479,984
"139",0.99970941688346,984
"140",0.999700431084691,984
"141",0.999695114162555,983
"142",0.999689483367664,983
"143",0.999680973254273,983
"144",0.999680681815357,983
"145",0.999677966664186,982
"146",0.999676525114902,982
"147",0.999671364423617,981
"148",0.999671192353528,981
"149",0.999669042440713,980
"150",0.99964695907705,980
"151",0.99962523619492,980
"152",0.999621660144194,980
"153",0.999620320351346,980
"154",0.99961175566356,980
"155",0.99960169020052,980
"156",0.999594175656746,980
"157",0.999593081862488,980
"158",0.999592269825936,980
"159",0.999579837180217,980
"160",0.999564739394851,980
"161",0.99956374043443,980
"162",0.99955831455587,980
"163",0.999545990114079,980
"164",0.999540650936724,980
"165",0.999538524439679,980
"166",0.999527719771628,980
"167",0.999523724440887,980
"168",0.99951530652613,980
"169",0.999496669685012,980
"170",0.99949405154511,979
"171",0.999483321170563,979
"172",0.999482625750937,978
"173",0.999478640170312,978
"174",0.999438031330127,978
"175",0.999432874090452,978
"176",0.999431132386461,978
"177",0.99940106735099,978
"178",0.999388060047743,978
"179",0.999364974557522,978
"180",0.999361219961093,978
"181",0.999345229408431,977
"182",0.999345098951169,977
"183",0.999344290528144,977
"184",0.999340709479814,977
"185",0.999321022745486,977
"186",0.999308401170949,977
"187",0.999304054688853,977
"188",0.999300296119563,977
"189",0.999290861477575,977
"190",0.999289048511605,977
"191",0.999274055764252,977
"192",0.999246443661222,977
"193",0.999244137174856,976
"194",0.999242372904143,976
"195",0.999232233758169,975
"196",0.999224311707505,974
"197",0.999212066877294,974
"198",0.999206012816317,974
"199",0.999204721257686,974
"200",0.999186439420337,974
"201",0.99917874451015,974
"202",0.999172107709164,974
"203",0.99915494163793,974
"204",0.999132394934217,974
"205",0.999112115162736,974
"206",0.999094345991212,974
"207",0.999093721378395,974
"208",0.999084635478197,974
"209",0.999083480384043,974
"210",0.999058502635087,974
"211",0.999024325024943,974
"212",0.999013316021232,974
"213",0.999011345178184,974
"214",0.999002917655395,974
"215",0.998978901007924,974
"216",0.998949904332195,974
"217",0.998943555911161,974
"218",0.99893238391661,973
"219",0.998917319257645,973
"220",0.998913370287368,972
"221",0.998892541929413,972
"222",0.998869906353714,972
"223",0.998825496023081,972
"224",0.998811148116578,971
"225",0.998787451452639,971
"226",0.998778146709139,970
"227",0.998778000168056,970
"228",0.99871380435313,970
"229",0.998713056670802,970
"230",0.998690966490018,969
"231",0.998665246348447,969
"232",0.99865559226438,969
"233",0.998651235623835,969
"234",0.998605480683516,969
"235",0.998574952229715,969
"236",0.998565379815933,969
"237",0.998557904881002,969
"238",0.998540463041323,969
"239",0.998534422337441,969
"240",0.998526843047708,968
"241",0.99851512926031,968
"242",0.998514040561639,968
"243",0.998508982588021,968
"244",0.998496808962857,968
"245",0.998471673384131,967
"246",0.998464164493456,967
"247",0.998416723506842,966
"248",0.998373772445111,965
"249",0.998351055958041,965
"250",0.99833815710302,965
"251",0.998334755086931,965
"252",0.998324547658772,965
"253",0.998320089451463,965
"254",0.998283155106034,965
"255",0.998244500751171,965
"256",0.998233291343703,965
"257",0.998227932418631,965
"258",0.998222243451263,965
"259",0.998221098897437,965
"260",0.998192887129478,965
"261",0.99818007991011,965
"262",0.998170633948988,965
"263",0.998156453217788,965
"264",0.998144357122309,965
"265",0.998124499714531,964
"266",0.998115665333996,964
"267",0.998090068350572,964
"268",0.998079518368014,964
"269",0.998066444225485,963
"270",0.998031256745854,963
"271",0.99802000326124,963
"272",0.997957111476926,963
"273",0.997951776283869,963
"274",0.997922652348235,963
"275",0.997922284322929,963
"276",0.997901172932604,962
"277",0.997874191168796,962
"278",0.997862524858495,962
"279",0.997855929083275,962
"280",0.997844281577118,962
"281",0.997820967998776,962
"282",0.997800226292908,962
"283",0.99779232320953,962
"284",0.997778278695913,962
"285",0.997765311427983,961
"286",0.997759989070634,961
"287",0.997666409154581,961
"288",0.997644382250596,961
"289",0.99761686621137,961
"290",0.997556138247822,961
"291",0.997550285460136,961
"292",0.997520549699242,961
"293",0.997476945925993,961
"294",0.997467529758794,961
"295",0.997464404838689,961
"296",0.997446498730485,961
"297",0.997435077072738,961
"298",0.997425181138249,960
"299",0.997412000374274,960
"300",0.997375739275591,959
"301",0.997362532464992,959
"302",0.997361603151407,959
"303",0.997301194005531,958
"304",0.997274761828561,957
"305",0.997259899339901,957
"306",0.997240619697795,956
"307",0.997191706291872,956
"308",0.997190148925831,956
"309",0.997179639241392,955
"310",0.997155768371156,955
"311",0.997111719253833,955
"312",0.99710966403733,955
"313",0.997089940251824,955
"314",0.99705894485003,955
"315",0.997047468441234,955
"316",0.99702138261145,955
"317",0.997007552243903,954
"318",0.996951495397606,954
"319",0.996946772880588,954
"320",0.996929057989317,954
"321",0.996927824552183,954
"322",0.996926497194823,954
"323",0.996925745971953,954
"324",0.996902100809994,954
"325",0.996852161989793,954
"326",0.99673445124321,954
"327",0.996716498066032,954
"328",0.996693951215084,953
"329",0.996649703622056,953
"330",0.996648850465733,953
"331",0.996637015579778,953
"332",0.996569169379605,953
"333",0.996484882834387,953
"334",0.996456066770846,952
"335",0.996436730388164,952
"336",0.996398386471759,952
"337",0.99637628320976,952
"338",0.996361993069226,952
"339",0.99632611314009,951
"340",0.996308492240086,951
"341",0.99621931766696,951
"342",0.996195644718515,951
"343",0.996145758865295,951
"344",0.99607942606657,951
"345",0.995989494278682,951
"346",0.995941020320858,951
"347",0.995873086086966,951
"348",0.995841839856834,950
"349",0.995826264533313,950
"350",0.995821177828435,950
"351",0.995815831314334,949
"352",0.99573068036357,949
"353",0.995700649651492,949
"354",0.99567623228713,949
"355",0.995674058378005,949
"356",0.995612886929915,949
"357",0.995609161748757,949
"358",0.995509993070812,949
"359",0.995485175051795,948
"360",0.995477356103953,948
"361",0.995468884203633,948
"362",0.995381338074321,948
"363",0.995361568068197,948
"364",0.995345211061762,948
"365",0.995323441774499,948
"366",0.99532060316455,948
"367",0.995253068527646,948
"368",0.995252657792671,947
"369",0.995244451699974,947
"370",0.995226990048815,947
"371",0.995124529718174,947
"372",0.995120878822405,946
"373",0.99511194629507,946
"374",0.995107134299245,946
"375",0.995092376786019,946
"376",0.995031523185924,946
"377",0.995012885945857,946
"378",0.994954665297816,946
"379",0.994942519616223,946
"380",0.994921309564149,946
"381",0.994909802078802,946
"382",0.994883334673803,946
"383",0.994869891975949,946
"384",0.994824805852396,945
"385",0.994824366969748,944
"386",0.994782773451358,944
"387",0.994766331032735,943
"388",0.994720001161458,943
"389",0.994691170295492,942
"390",0.99468906570209,941
"391",0.994637203181477,941
"392",0.994480193554714,941
"393",0.99442306898741,941
"394",0.994397931404038,941
"395",0.994380836929949,941
"396",0.99434806978047,941
"397",0.99427547420685,941
"398",0.994232063876808,941
"399",0.994223961662407,941
"400",0.994217360187664,941
"401",0.994124415196768,941
"402",0.99401929473197,941
"403",0.994019092411075,940
"404",0.994013820224008,940
"405",0.993948722096388,940
"406",0.993900262375825,940
"407",0.993897806281288,939
"408",0.993868530244734,939
"409",0.99386115847629,939
"410",0.993849378573133,939
"411",0.993840517914566,939
"412",0.993755800692756,939
"413",0.993724408818988,938
"414",0.993715189794367,937
"415",0.993694750563071,937
"416",0.993647794574907,937
"417",0.993531602060915,937
"418",0.993500516208738,937
"419",0.993490256694349,937
"420",0.993473121210288,937
"421",0.993396762842917,937
"422",0.993322112934328,937
"423",0.993284953087366,937
"424",0.993276986135196,937
"425",0.993253865669337,936
"426",0.993240351226525,936
"427",0.993235717802184,936
"428",0.99321270277439,936
"429",0.993000965785692,936
"430",0.992994179010111,936
"431",0.992961582507202,936
"432",0.992869682104051,936
"433",0.992719362551643,936
"434",0.992682783772562,936
"435",0.992662600642681,936
"436",0.992641833667949,936
"437",0.992634265943137,936
"438",0.992591453861734,936
"439",0.992555282981,936
"440",0.992538002921293,936
"441",0.992460861506019,936
"442",0.992431868323463,935
"443",0.992414622157307,935
"444",0.992399192493199,935
"445",0.992382198744014,935
"446",0.99230916140047,935
"447",0.992246188669048,935
"448",0.992200263652432,935
"449",0.992155840239467,935
"450",0.992142664157649,935
"451",0.992138657462388,934
"452",0.992045566394694,934
"453",0.991910746183545,934
"454",0.99190036052753,934
"455",0.991882885941405,934
"456",0.99185207978444,934
"457",0.991812489511592,933
"458",0.991796661938796,933
"459",0.991708855587101,933
"460",0.991565964795946,933
"461",0.991531820516381,933
"462",0.99152261532368,933
"463",0.991485221910175,932
"464",0.991467962270667,932
"465",0.991415260169806,932
"466",0.991376618210561,932
"467",0.991313737135667,932
"468",0.991269992115356,932
