"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0.0424652054273216
"45",0.0424632865157222
"46",0.0424613672220417
"47",0.0424594475461601
"48",0.0600490375456409
"49",0.0600463222466907
"50",0.0600436064068774
"51",0.0600408900260309
"52",0.0600381731039812
"53",0.0600354556405583
"54",0.0600327376355919
"55",0.0600300190889118
"56",0.0600273000003476
"57",0.060024580369729
"58",0.0600218601968854
"59",0.0600191394816464
"60",0.0600164182238412
"61",0.0600136964232993
"62",0.0600109740798497
"63",0.0600082511933216
"64",0.0600055277635441
"65",0.0734942945026519
"66",0.0734909584201931
"67",0.0734876216719617
"68",0.0734842842577478
"69",0.0848556135333635
"70",0.0848517591537506
"71",0.0848479040046295
"72",0.0848440480857575
"73",0.094496664384528
"74",0.0944923692053526
"75",0.0944880731683302
"76",0.0944837762731904
"77",0.094487420737944
"78",0.0944831230998309
"79",0.10357190408587
"80",0.103567192404552
"81",0.11131879291393
"82",0.111313727901099
"83",0.119126162505811
"84",0.119120741281958
"85",0.119115318974418
"86",0.119109895582847
"87",0.119104471106904
"88",0.119099045546248
"89",0.119093618900535
"90",0.119088191169423
"91",0.11908276235257
"92",0.119077332449632
"93",0.119071901460268
"94",0.119066469384133
"95",0.119061036220885
"96",0.119055601970181
"97",0.119050166631676
"98",0.119044730205028
"99",0.119039292689892
"100",0.126092034204728
"101",0.126086273755431
"102",0.126080512152451
"103",0.126074749395424
"104",0.126068985483986
"105",0.12606322041777
"106",0.126057454196412
"107",0.126051686819547
"108",0.126045918286809
"109",0.126040148597832
"110",0.126034377752251
"111",0.126028605749699
"112",0.126022832589811
"113",0.12601705827222
"114",0.12601128279656
"115",0.13294647757191
"116",0.138835591108408
"117",0.138829227411105
"118",0.138822862437118
"119",0.138816496186045
"120",0.144903338707705
"121",0.144896692409077
"122",0.144890044776546
