"","x"
"1",0.462647286200588
"2",0.46366299129433
"3",0.464678701820705
"4",0.464637413016494
"5",0.465615428614091
"6",0.467535909946733
"7",0.467535909946733
"8",0.468513941854526
"9",0.469422822572819
"10",0.470299950310056
"11",0.47025865247387
"12",0.471201134084577
"13",0.472110030680135
"14",0.472987174298746
"15",0.472945868777415
"16",0.472868190514295
"17",0.473883953645671
"18",0.473842634988486
"19",0.473801309985089
"20",0.474648405470999
"21",0.474607073670238
"22",0.476380565981432
"23",0.476380565981432
"24",0.476339226931534
"25",0.477157862458263
"26",0.477116516606339
"27",0.477908154460264
"28",0.478802168048362
"29",0.478760814942574
"30",0.478719455479913
"31",0.478678089658912
"32",0.479444107297518
"33",0.480262762851949
"34",0.481004443011849
"35",0.480963069479292
"36",0.48277055192942
"37",0.48277055192942
"38",0.482729171133385
"39",0.483495215182688
"40",0.483453827570823
"41",0.483412433591397
"42",0.48439056236021
"43",0.48434916156069
"44",0.484307754390108
"45",0.484266340846996
"46",0.485244473730364
"47",0.486107873508557
"48",0.486826437745594
"49",0.487522976538513
"50",0.487481554813939
"51",0.487440126711649
"52",0.488115688165567
"53",0.488950063920337
"54",0.488908628534999
"55",0.48971546649795
"56",0.490496167485627
"57",0.490413275759855
"58",0.490413275759855
"59",0.491355884020398
"60",0.491314428127085
"61",0.492056179036087
"62",0.492965207352871
"63",0.493000803578828
"64",0.49295933994091
"65",0.493901969236842
"66",0.494557579311866
"67",0.494474631052596
"68",0.494474631052596
"69",0.495230532286965
"70",0.495867076911162
"71",0.495825592284891
"72",0.496443933423933
"73",0.496402441947553
"74",0.497279748013218
"75",0.497238249684477
"76",0.497196744953906
"77",0.497929052228638
"78",0.382564554461719
"79",0.382564554461719
"80",0.382564554461719
"81",0.382564554461719
"82",0.382564554461719
"83",0.382564554461719
"84",0.382564554461719
"85",0.382564554461719
"86",0.382564554461719
"87",0.382564554461719
"88",0.382564554461719
"89",0.382564554461719
"90",0.382564554461719
"91",0.382564554461719
"92",0.382564554461719
"93",0.382564554461719
"94",0.382564554461719
"95",0.382564554461719
"96",0.382564554461719
"97",0.382564554461719
"98",0.382564554461719
"99",0.382564554461719
"100",0.382564554461719
"101",0.382564554461719
"102",0.382564554461719
"103",0.382564554461719
"104",0.382564554461719
"105",0.382564554461719
"106",0.382564554461719
"107",0.382564554461719
"108",0.382564554461719
"109",0.382564554461719
"110",0.382564554461719
"111",0.382564554461719
"112",0.382564554461719
"113",0.382564554461719
"114",0.382564554461719
"115",0.382564554461719
"116",0.382564554461719
"117",0.382564554461719
"118",0.382564554461719
"119",0.382564554461719
"120",0.382564554461719
"121",0.382564554461719
"122",0.382564554461719
"123",0.382564554461719
"124",0.382564554461719
"125",0.382564554461719
"126",0.382564554461719
"127",0.382564554461719
"128",0.382564554461719
"129",0.382564554461719
"130",0.382564554461719
"131",0.382564554461719
"132",0.382564554461719
"133",0.382564554461719
"134",0.382564554461719
"135",0.382564554461719
"136",0.382564554461719
"137",0.382564554461719
"138",0.382564554461719
"139",0.382564554461719
"140",0.382564554461719
"141",0.382564554461719
"142",0.382564554461719
"143",0.382564554461719
"144",0.382564554461719
"145",0.382564554461719
"146",0.382564554461719
"147",0.382564554461719
"148",0.382564554461719
"149",0.382564554461719
"150",0.382564554461719
"151",0.382564554461719
"152",0.382564554461719
"153",0.382564554461719
"154",0.382564554461719
"155",0.382564554461719
"156",0.382564554461719
"157",0.382564554461719
"158",0.382564554461719
"159",0.382564554461719
"160",0.382564554461719
"161",0.382564554461719
"162",0.382564554461719
"163",0.382564554461719
"164",0.382564554461719
"165",0.382564554461719
"166",0.382564554461719
"167",0.382564554461719
"168",0.382564554461719
"169",0.382564554461719
"170",0.382564554461719
"171",0.382564554461719
"172",0.382564554461719
"173",0.382564554461719
"174",0.382564554461719
"175",0.382564554461719
"176",0.382564554461719
"177",0.382564554461719
"178",0.382564554461719
"179",0.382564554461719
"180",0.382564554461719
"181",0.382564554461719
"182",0.382564554461719
"183",0.382564554461719
"184",0.382564554461719
"185",0.382564554461719
"186",0.382564554461719
"187",0.382564554461719
"188",0.382564554461719
"189",0.382564554461719
"190",0.382564554461719
"191",0.382564554461719
"192",0.382564554461719
"193",0.382564554461719
"194",0.382564554461719
"195",0.382564554461719
"196",0.382564554461719
"197",0.382564554461719
"198",0.382564554461719
"199",0.382564554461719
"200",0.382564554461719
"201",0.382564554461719
"202",0.382564554461719
"203",0.382564554461719
"204",0.382564554461719
"205",0.382564554461719
"206",0.382564554461719
"207",0.382564554461719
"208",0.382564554461719
"209",0.382564554461719
"210",0.382564554461719
"211",0.382564554461719
"212",0.382564554461719
"213",0.382564554461719
"214",0.382564554461719
"215",0.382564554461719
"216",0.382564554461719
"217",0.382564554461719
"218",0.382564554461719
"219",0.382564554461719
"220",0.382564554461719
"221",0.382564554461719
"222",0.382564554461719
"223",0.382564554461719
"224",0.382564554461719
"225",0.382564554461719
"226",0.382564554461719
"227",0.382564554461719
"228",0.382564554461719
"229",0.382564554461719
"230",0.382564554461719
"231",0.382564554461719
"232",0.382564554461719
"233",0.382564554461719
"234",0.382564554461719
"235",0.382564554461719
"236",0.382564554461719
"237",0.382564554461719
"238",0.382564554461719
"239",0.382564554461719
"240",0.382564554461719
"241",0.382564554461719
"242",0.382564554461719
"243",0.382564554461719
"244",0.382564554461719
"245",0.382564554461719
"246",0.382564554461719
"247",0.382564554461719
"248",0.382564554461719
"249",0.382564554461719
"250",0.382564554461719
"251",0.382564554461719
"252",0.382564554461719
"253",0.382564554461719
"254",0.382564554461719
"255",0.382564554461719
"256",0.382564554461719
"257",0.382564554461719
"258",0.382564554461719
"259",0.382564554461719
"260",0.382564554461719
"261",0.382564554461719
"262",0.382564554461719
"263",0.382564554461719
"264",0.382564554461719
"265",0.382564554461719
"266",0.382564554461719
"267",0.382564554461719
"268",0.382564554461719
"269",0.382564554461719
"270",0.382564554461719
"271",0.382564554461719
"272",0.382564554461719
"273",0.382564554461719
"274",0.382564554461719
"275",0.382564554461719
"276",0.382564554461719
"277",0.382564554461719
"278",0.382564554461719
"279",0.382564554461719
"280",0.382564554461719
"281",0.382564554461719
"282",0.382564554461719
"283",0.382564554461719
"284",0.382564554461719
"285",0.382564554461719
"286",0.382564554461719
"287",0.382564554461719
"288",0.382564554461719
"289",0.382564554461719
"290",0.382564554461719
"291",0.382564554461719
"292",0.382564554461719
"293",0.382564554461719
"294",0.382564554461719
"295",0.382564554461719
"296",0.382564554461719
"297",0.382564554461719
"298",0.382564554461719
"299",0.382564554461719
"300",0.382564554461719
"301",0.382564554461719
"302",0.382564554461719
"303",0.382564554461719
"304",0.382564554461719
"305",0.382564554461719
"306",0.382564554461719
"307",0.382564554461719
"308",0.382564554461719
"309",0.382564554461719
"310",0.382564554461719
"311",0.382564554461719
"312",0.382564554461719
"313",0.382564554461719
"314",0.382564554461719
"315",0.382564554461719
"316",0.382564554461719
"317",0.382564554461719
"318",0.382564554461719
"319",0.382564554461719
"320",0.382564554461719
"321",0.382564554461719
"322",0.382564554461719
"323",0.382564554461719
"324",0.382564554461719
"325",0.382564554461719
"326",0.382564554461719
"327",0.382564554461719
"328",0.382564554461719
"329",0.382564554461719
"330",0.382564554461719
"331",0.382564554461719
"332",0.382564554461719
"333",0.382564554461719
"334",0.382564554461719
"335",0.382564554461719
"336",0.382564554461719
"337",0.382564554461719
"338",0.382564554461719
"339",0.382564554461719
"340",0.382564554461719
"341",0.382564554461719
"342",0.382564554461719
"343",0.382564554461719
"344",0.382564554461719
"345",0.382564554461719
"346",0.382564554461719
"347",0.382564554461719
"348",0.382564554461719
"349",0.382564554461719
"350",0.382564554461719
"351",0.382564554461719
"352",0.382564554461719
"353",0.382564554461719
"354",0.382564554461719
"355",0.382564554461719
"356",0.382564554461719
"357",0.382564554461719
"358",0.382564554461719
"359",0.382564554461719
"360",0.382564554461719
"361",0.382564554461719
"362",0.382564554461719
"363",0.382564554461719
"364",0.382564554461719
"365",0.382564554461719
"366",0.382564554461719
"367",0.382564554461719
"368",0.382564554461719
"369",0.382564554461719
"370",0.382564554461719
"371",0.382564554461719
"372",0.382564554461719
"373",0.382564554461719
"374",0.382564554461719
"375",0.382564554461719
"376",0.382564554461719
"377",0.382564554461719
"378",0.382564554461719
"379",0.382564554461719
"380",0.382564554461719
"381",0.382564554461719
"382",0.382564554461719
"383",0.382564554461719
"384",0.382564554461719
"385",0.382564554461719
"386",0.382564554461719
"387",0.382564554461719
"388",0.382564554461719
"389",0.382564554461719
"390",0.382564554461719
"391",0.382564554461719
"392",0.382564554461719
"393",0.382564554461719
"394",0.382564554461719
"395",0.382564554461719
"396",0.382564554461719
"397",0.382564554461719
"398",0.382564554461719
"399",0.382564554461719
"400",0.382564554461719
"401",0.382564554461719
"402",0.382564554461719
"403",0.382564554461719
"404",0.382564554461719
"405",0.382564554461719
"406",0.382564554461719
"407",0.382564554461719
"408",0.382564554461719
"409",0.382564554461719
"410",0.382564554461719
"411",0.382564554461719
"412",0.382564554461719
"413",0.382564554461719
"414",0.382564554461719
"415",0.382564554461719
"416",0.382564554461719
"417",0.382564554461719
"418",0.382564554461719
"419",0.382564554461719
"420",0.382564554461719
"421",0.382564554461719
"422",0.382564554461719
"423",0.382564554461719
"424",0.382564554461719
"425",0.382564554461719
"426",0.382564554461719
"427",0.382564554461719
"428",0.382564554461719
"429",0.382564554461719
"430",0.382564554461719
"431",0.382564554461719
"432",0.382564554461719
"433",0.382564554461719
"434",0.382564554461719
"435",0.382564554461719
"436",0.382564554461719
"437",0.382564554461719
"438",0.382564554461719
"439",0.382564554461719
"440",0.382564554461719
"441",0.382564554461719
"442",0.382564554461719
