"","cutoffIndex","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","data_presision_U"
"1",0.999999996550466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923180598171257
"2",0.999999929055137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923098010599756
"3",0.99999992111625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923015410359037
"4",0.999999915678723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922932797446185
"5",0.999999897218866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922850171858282
"6",0.999999845417613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922767533592411
"7",0.99999984449001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922684882645655
"8",0.999999779396621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922602219015094
"9",0.999999744032202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922519542697808
"10",0.999999684821058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922436853690876
"11",0.999999661786157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922354151991377
"12",0.999999585392529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922271437596388
"13",0.999999452455859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922188710502986
"14",0.999999387219195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922105970708245
"15",0.999999108627954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922023218209242
"16",0.999998814191748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921940453003049
"17",0.999998542418872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921857675086739
"18",0.999998460470076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921774884457384
"19",0.999998342470472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921692081112056
"20",0.999997857932095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921609265047824
"21",0.999997800375795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921526436261759
"22",0.99999744563309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921443594750927
"23",0.999997430222881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921360740512397
"24",0.999997294147908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921277873543235
"25",0.999996968767773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921194993840507
"26",0.999996604622496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921112101401278
"27",0.999996598172228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921029196222611
"28",0.999996160437898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92094627830157
"29",0.999994216149262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920863347635216
"30",0.999993864882098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92078040422061
"31",0.99999350049047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920697448054814
"32",0.999993239253517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920614479134886
"33",0.999992996221034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920531497457885
"34",0.999992012240569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920448503020868
"35",0.999991737764712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920365495820891
"36",0.999991409056011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920282475855012
"37",0.999991323827252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920199443120283
"38",0.999990200075605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92011639761376
