"","x"
"1",0.042547358871719
"2",0.0595920182399914
"3",0.0595893536325089
"4",0.072292809169068
"5",0.0827032488131962
"6",0.0930108785998177
"7",0.101026959500526
"8",0.108196959082928
"9",0.116269379520699
"10",0.123817742717527
"11",0.130932717116252
"12",0.137428276735494
"13",0.143873644198231
"14",0.143867213682281
"15",0.14980425545196
"16",0.154565307670052
"17",0.159902311742445
"18",0.159895164493714
"19",0.159888015827658
"20",0.159880865743831
"21",0.159873714241791
"22",0.159866561321095
"23",0.164183924520299
"24",0.164176577454651
"25",0.164169228931154
"26",0.164161878949351
"27",0.164154527508787
"28",0.164147174609004
"29",0.164139820249547
"30",0.164132464429959
"31",0.164125107149782
"32",0.168190321141867
"33",0.168182780629085
"34",0.168175238618632
"35",0.172014116650869
"36",0.172006401457815
"37",0.176638207077694
"38",0.176630283077522
"39",0.17662235750283
"40",0.176614430353126
"41",0.180966026566217
"42",0.180957903021012
"43",0.185709945637775
"44",0.185717090721073
"45",0.190178865942048
"46",0.194379537774408
"47",0.194370812274154
"48",0.194378292881868
"49",0.198812082897254
"50",0.198819735611009
"51",0.198810810386843
"52",0.198801883387561
"53",0.198792954612605
"54",0.19878402406142
"55",0.202662026615678
"56",0.207086582953633
"57",0.207077278779995
"58",0.207067972754857
"59",0.210662500318517
"60",0.210653031489483
"61",0.210643560775667
"62",0.213623109131356
"63",0.217825410649312
"64",0.217815616377331
"65",0.217805820155166
"66",0.220597008158585
"67",0.220587085077119
"68",0.224504299410298
"69",0.224494198769166
"70",0.22834464277113
"71",0.22833436751966
"72",0.228324090221022
"73",0.228313810874571
"74",0.230894432965896
"75",0.230884036047595
"76",0.234489458053086
"77",0.234478897372494
"78",0.234468334586711
"79",0.234457769695074
"80",0.234447202696923
"81",0.234436633591595
"82",0.234426062378427
"83",0.236861549575794
"84",0.236850867111852
"85",0.236840182516876
"86",0.236829495790197
"87",0.236818806931144
"88",0.236808115939046
"89",0.236797422813231
"90",0.236786727553029
"91",0.236776030157767
"92",0.236765330626773
"93",0.239101916037714
"94",0.239091109471207
"95",0.239080300746578
"96",0.239069489863148
"97",0.239058676820237
"98",0.239047861617164
"99",0.239037044253249
"100",0.23902622472781
"101",0.239015403040168
"102",0.242131613478964
"103",0.242120649233707
"104",0.244336339045678
"105",0.244325272983015
"106",0.244314204707915
"107",0.244303134219681
"108",0.24797959877138
"109",0.247968360180152
"110",0.251591502073521
"111",0.254451297847733
"112",0.254439764648127
"113",0.254428229141315
"114",0.254416691326568
"115",0.254405151203159
"116",0.254393608770359
"117",0.254382064027438
"118",0.254370516973667
"119",0.254358967608318
"120",0.254368811495475
"121",0.254357260132793
"122",0.25434570645703
"123",0.254334150467457
"124",0.254322592163342
"125",0.254311031543955
"126",0.254299468608563
"127",0.254287903356435
"128",0.254276335786838
"129",0.254264765899041
"130",0.254253193692309
"131",0.25424161916591
"132",0.254230042319111
"133",0.257056043761435
"134",0.25907993851557
"135",0.259068140009688
"136",0.259056339137742
"137",0.259044535898985
"138",0.259032730292667
"139",0.259020922318039
"140",0.259009111974352
"141",0.258997299260856
"142",0.258985484176801
"143",0.26093474006009
"144",0.264002494155534
"145",0.263990449362577
"146",0.26397840215171
"147",0.266607213222147
"148",0.266617553537593
"149",0.266627895056273
"150",0.269523438825067
"151",0.269511139329318
"152",0.269498837363511
"153",0.269486532926865
"154",0.269474226018597
"155",0.269461916637922
"156",0.269449604784058
"157",0.271270160273509
"158",0.271257763560379
"159",0.273015174252346
"160",0.273002695539325
"161",0.272990214317993
"162",0.272977730587555
"163",0.272965244347215
"164",0.272952755596178
"165",0.276241081052177
"166",0.27893651972117
"167",0.278923756303992
"168",0.281756196783315
"169",0.284220771433785
"170",0.284160387876478
"171",0.284147380722099
"172",0.284134370950591
"173",0.284121358561124
"174",0.284062553382261
"175",0.284049537852451
"176",0.286976415445207
"177",0.286963264022144
"178",0.28997350536541
"179",0.289960214185032
"180",0.28994692032827
"181",0.292426437950099
"182",0.294012237184321
"183",0.296841759296091
"184",0.296769572540026
"185",0.298289733483262
"186",0.29823387918635
"187",0.298220199469249
"188",0.30047148927787
"189",0.303139440524292
"190",0.30308537894137
"191",0.30307147164654
"192",0.303057561548548
"193",0.30306935675999
"194",0.303055444234725
"195",0.303041528904463
"196",0.303027610768312
"197",0.303013689825379
"198",0.302999766074771
"199",0.302985839515595
"200",0.305201051996045
"201",0.305212938036015
"202",0.305198908131214
"203",0.305210795939668
"204",0.30733779106072
"205",0.307323661846835
"206",0.307309529781426
"207",0.307295394863585
"208",0.307281257092403
"209",0.30726711646697
"210",0.307252972986379
"211",0.307238826649718
"212",0.307224677456078
"213",0.307210525404548
"214",0.307196370494217
"215",0.307182212724174
"216",0.30999366085723
"217",0.309979371565733
"218",0.312219020115144
"219",0.31220462562249
"220",0.312190228220439
"221",0.312175827908062
"222",0.312161424684432
"223",0.312147018548619
"224",0.313552000502246
"225",0.313537527552458
"226",0.313523051675572
"227",0.313508572870656
"228",0.314869923977079
"229",0.314855380318289
"230",0.314840833716936
"231",0.314826284172081
"232",0.314811731682783
"233",0.317354340951378
"234",0.31961184088083
"235",0.319597065460438
"236",0.322197917255942
"237",0.32211242253143
"238",0.322097525086046
"239",0.32449392030749
"240",0.324478909976755
"241",0.327246078266073
"242",0.327230937859717
"243",0.327215794386497
"244",0.327228580617255
"245",0.329868201007165
"246",0.329852933703539
"247",0.332111000821888
"248",0.332123982395164
"249",0.334725747101636
"250",0.334738832926259
"251",0.334723340430733
"252",0.334707844795069
